gts1.0,20080215,050105.4443385,5,11111
gts1.0,20080215,050248.9381079,5,11111
gts1.0,20080215,050317.1502168,4,01111
gts1.0,20080215,050345.3834107,4,01111
gts1.0,20080215,050347.9562407,5,11111
gts1.0,20080215,050525.4862328,5,11111
gts1.0,20080215,050823.5601126,5,11111
gts1.0,20080215,050935.5951396,4,11011
gts1.0,20080215,051004.5706403,5,11111
gts1.0,20080215,051005.9087136,5,11111
gts1.0,20080215,051013.7657351,4,10111
gts1.0,20080215,051110.0961790,5,11111
gts1.0,20080215,051126.1396765,4,10111
gts1.0,20080215,051320.1143903,4,01111
gts1.0,20080215,051337.5864906,5,11111
gts1.0,20080215,051501.9655158,5,11111
gts1.0,20080215,051637.0629967,5,11111
gts1.0,20080215,051709.8531990,5,11111
gts1.0,20080215,051852.8998355,5,11111
gts1.0,20080215,051955.5814422,4,11011
gts1.0,20080215,052035.1301079,4,01111
gts1.0,20080215,052438.8841762,5,11111
gts1.0,20080215,052730.2012311,5,11111
gts1.0,20080215,052930.2321485,5,11111
gts1.0,20080215,052947.9413671,4,10111
gts1.0,20080215,053032.8906450,4,11011
gts1.0,20080215,053051.7295337,4,10111
gts1.0,20080215,053218.9625136,4,01111
gts1.0,20080215,053319.3424090,4,10111
gts1.0,20080215,053353.7089115,4,10111
gts1.0,20080215,053419.6353190,4,01111
gts1.0,20080215,053716.5080645,4,01111
gts1.0,20080215,053903.8014844,4,10111
gts1.0,20080215,053955.4794300,4,01111
gts1.0,20080215,054310.6174211,4,01111
gts1.0,20080215,054332.6551959,4,01111
gts1.0,20080215,054428.6441512,4,01111
gts1.0,20080215,054527.6154189,4,11011
gts1.0,20080215,054734.2827835,5,11111
gts1.0,20080215,054803.8752438,4,11011
gts1.0,20080215,054847.8082548,4,11011
gts1.0,20080215,054922.6323784,4,10111
gts1.0,20080215,055011.1918852,5,11111
gts1.0,20080215,055326.8208983,5,11111
gts1.0,20080215,055332.4122327,4,01111
gts1.0,20080215,055346.3227183,4,10111
gts1.0,20080215,055359.4987618,4,01111
gts1.0,20080215,055450.1672790,4,11011
gts1.0,20080215,055517.7717287,5,11111
gts1.0,20080215,055606.7134111,4,01111
gts1.0,20080215,055613.8346419,4,10111
gts1.0,20080215,055717.1041291,4,01111
gts1.0,20080215,055756.8940442,4,11011
gts1.0,20080215,055852.5629966,4,10111
gts1.0,20080215,055924.7956047,4,01111
gts1.0,20080215,055929.6345692,4,01111
gts1.0,20080215,060021.1328201,4,01111
gts1.0,20080215,060114.7642306,5,11111
gts1.0,20080215,060123.8913586,4,11011
gts1.0,20080215,060133.3857926,4,10111
gts1.0,20080215,060235.0325051,4,11011
gts1.0,20080215,060438.9194366,4,11011
gts1.0,20080215,060537.5461329,4,01111
gts1.0,20080215,060707.9457217,5,11111
gts1.0,20080215,060758.3913855,5,11111
gts1.0,20080215,060829.3178118,5,11111
gts1.0,20080215,060916.9372904,4,01111
gts1.0,20080215,061241.6363720,4,11011
gts1.0,20080215,061401.1153774,5,11111
gts1.0,20080215,061442.2733851,5,11111
gts1.0,20080215,061904.6871662,5,11111
gts1.0,20080215,062001.9911907,4,01111
gts1.0,20080215,062023.8051775,4,01111
gts1.0,20080215,062035.0881469,4,11011
gts1.0,20080215,062100.2576340,4,01111
gts1.0,20080215,062151.2175517,4,01111
gts1.0,20080215,062300.8357697,5,11111
gts1.0,20080215,062354.6165957,5,11111
gts1.0,20080215,062403.3582453,5,11111
gts1.0,20080215,062448.3460036,5,11111
gts1.0,20080215,062751.8628770,4,01111
gts1.0,20080215,062915.3029202,4,01111
gts1.0,20080215,063208.8247952,5,11111
gts1.0,20080215,063403.9769773,4,11011
gts1.0,20080215,063444.2349372,4,01111
gts1.0,20080215,063531.4093682,5,11111
gts1.0,20080215,063619.5457214,4,01111
gts1.0,20080215,063629.6955271,4,01111
gts1.0,20080215,063853.3853951,5,11111
gts1.0,20080215,063922.8490989,5,11111
gts1.0,20080215,063923.3330110,5,11111
gts1.0,20080215,064106.1592774,4,01111
gts1.0,20080215,064109.9637067,4,11011
gts1.0,20080215,064321.1250453,4,10111
gts1.0,20080215,064441.5326128,4,01111
gts1.0,20080215,064546.8663324,4,11011
gts1.0,20080215,064609.2170388,4,11011
gts1.0,20080215,064624.1487345,4,01111
gts1.0,20080215,064644.6978916,5,11111
gts1.0,20080215,064657.8825868,4,11011
gts1.0,20080215,064812.6602658,4,11011
gts1.0,20080215,064819.6561930,5,11111
gts1.0,20080215,064915.5036922,5,11111
gts1.0,20080215,064920.9643716,5,11111
gts1.0,20080215,065225.9806892,4,01111
gts1.0,20080215,065320.3944575,4,11011
gts1.0,20080215,065329.4213317,5,11111
gts1.0,20080215,065353.9409119,4,01111
gts1.0,20080215,065631.5423125,4,01111
gts1.0,20080215,065648.5576446,4,11011
gts1.0,20080215,065745.5854728,4,01111
gts1.0,20080215,065755.1902078,4,01111
gts1.0,20080215,065835.0827559,4,01111
gts1.0,20080215,065836.0993194,4,01111
gts1.0,20080215,065846.3050022,4,11011
gts1.0,20080215,065920.0220100,4,01111
gts1.0,20080215,070153.1646303,4,01111
gts1.0,20080215,070309.0174379,4,11011
