cts1.0,20080210,050019.8508530,  6370,  4490,  6230,  4240,  9040,1790,  4,  2,  1,  1,  0
cts1.0,20080210,050119.9339220,  6170,  4310,  6380,  4180,  8840,1677,  3,  3,  4,  2,  1
cts1.0,20080210,050219.8917920,  6070,  4510,  6110,  4290,  9100,1785,  2,  2,  1,  1,  1
cts1.0,20080210,050319.8487750,  6230,  4620,  6470,  4190,  9300,1775,  0,  2,  3,  0,  0
cts1.0,20080210,050419.9337720,  6110,  4410,  6180,  4110,  9810,1692,  5,  3,  4,  3,  2
cts1.0,20080210,050519.8837610,  6260,  4440,  6470,  4250,  9510,1731,  1,  1,  0,  0,  0
cts1.0,20080210,050619.9375800,  6500,  4510,  6340,  4080,  9580,1787,  3,  1,  0,  0,  0
cts1.0,20080210,050719.8675120,  6250,  4510,  6390,  4290,  9300,1725,  7,  5,  2,  2,  2
cts1.0,20080210,050819.8444560,  6230,  4500,  6320,  4120,  8860,1754,  1,  2,  2,  1,  1
cts1.0,20080210,050919.8934460,  6160,  4340,  6350,  4140, 10270,1651,  2,  2,  2,  1,  1
cts1.0,20080210,051019.8593570,  6260,  4430,  6370,  4210, 10380,1732,  7,  1,  7,  4,  1
cts1.0,20080210,051119.8871560,  6210,  4550,  6450,  4130, 10850,1691,  1,  2,  1,  1,  0
cts1.0,20080210,051219.8470540,  6470,  4450,  6380,  4390, 10700,1827,  0,  0,  1,  0,  0
cts1.0,20080210,051319.8700180,  6510,  4540,  6620,  4220, 10380,1714,  1,  0,  2,  1,  0
cts1.0,20080210,051419.9169050,  6640,  4530,  6610,  4220, 10280,1689,  4,  3,  5,  3,  2
cts1.0,20080210,051519.8486160,  6420,  4500,  6540,  4290, 10130,1669,  4,  0,  1,  0,  0
cts1.0,20080210,051619.8905300,  6240,  4650,  6460,  4260,  9980,1802,  3,  2,  1,  2,  0
cts1.0,20080210,051719.8454890,  6300,  4680,  6370,  4480,  9880,1782,  1,  5,  3,  2,  0
cts1.0,20080210,051819.9093850,  6440,  4640,  6430,  4460,  9610,1820,  2,  0,  2,  0,  0
cts1.0,20080210,051919.8750810,  6470,  4550,  6510,  4250,  9940,1706,  1,  2,  3,  2,  1
cts1.0,20080210,052019.9299670,  6390,  4660,  6500,  4180, 10190,1710,  1,  0,  0,  0,  0
cts1.0,20080210,052119.8910000,  6520,  4630,  6410,  4320, 10090,1762,  2,  1,  3,  1,  0
cts1.0,20080210,052219.9339160,  6550,  4590,  6690,  4500,  9310,1777,  2,  0,  0,  0,  0
cts1.0,20080210,052319.9027150,  6300,  4520,  6400,  4390,  9360,1696,  3,  2,  2,  2,  2
cts1.0,20080210,052419.9296400,  6440,  4580,  6660,  4440,  9230,1748,  2,  1,  1,  1,  0
cts1.0,20080210,052519.9037320,  6530,  4530,  6470,  4340,  9600,1763,  1,  2,  1,  1,  1
cts1.0,20080210,052619.9356590,  6650,  4820,  6510,  4410,  9750,1825,  4,  1,  1,  1,  1
cts1.0,20080210,052719.8994880,  6400,  4680,  6540,  4350, 10300,1712,  1,  0,  2,  1,  0
cts1.0,20080210,052819.9404610,  6360,  4620,  6410,  4360, 10630,1701,  3,  4,  6,  3,  2
cts1.0,20080210,052919.8824240,  6850,  4820,  6740,  4560, 10690,1804,  4,  3,  1,  2,  0
cts1.0,20080210,053019.9353500,  6700,  4670,  6570,  4440, 10090,1792,  3,  1,  3,  1,  1
cts1.0,20080210,053119.8502320,  6690,  4690,  6600,  4460, 10140,1780,  4,  7,  5,  4,  2
cts1.0,20080210,053219.9440480,  6600,  4680,  6800,  4500, 10290,1767,  4,  4,  1,  3,  0
cts1.0,20080210,053319.8610060,  6580,  4610,  6610,  4490,  9620,1758,  4,  1,  1,  1,  1
cts1.0,20080210,053419.9258450,  6660,  4730,  6650,  4430, 10060,1777,  3,  3,  2,  2,  0
cts1.0,20080210,053519.8567830,  6610,  4660,  6630,  4350,  9790,1750,  5,  2,  1,  1,  1
cts1.0,20080210,053619.9095810,  6870,  4620,  6590,  4510,  9920,1720,  6,  0,  2,  2,  0
cts1.0,20080210,053719.8564720,  6850,  4700,  6710,  4400,  9430,1731,  4,  2,  3,  2,  2
cts1.0,20080210,053819.8923960,  6820,  4720,  6640,  4340,  9690,1797,  2,  2,  5,  1,  0
cts1.0,20080210,053919.9444200,  6790,  4750,  6720,  4530,  9840,1813,  4,  2,  5,  2,  1
cts1.0,20080210,054019.9052520,  6800,  4760,  6610,  4420, 10250,1777,  3,  3,  5,  3,  1
cts1.0,20080210,054119.8712200,  6760,  4800,  6720,  4410, 10100,1759,  3,  1,  1,  2,  0
cts1.0,20080210,054219.9259720,  6680,  4760,  6720,  4420,  9660,1772,  2,  1,  3,  1,  0
cts1.0,20080210,054319.8750010,  6800,  4650,  6690,  4450,  9730,1741,  3,  0,  3,  2,  0
cts1.0,20080210,054419.9307980,  7180,  4670,  6710,  4440, 10050,1751,  3,  0,  0,  0,  0
cts1.0,20080210,054519.8897160,  6870,  4720,  6790,  4410, 10200,1708,  3,  5,  3,  2,  2
cts1.0,20080210,054619.8555930,  6890,  4710,  6950,  4380,  9730,1749,  5,  3,  3,  2,  2
cts1.0,20080210,054719.9185730,  6730,  4700,  6750,  4500,  9470,1729,  4,  1,  2,  1,  1
cts1.0,20080210,054819.8834330,  6680,  4650,  6450,  4490,  9960,1725,  6,  3,  4,  4,  1
cts1.0,20080210,054919.8993080,  6840,  4750,  6670,  4460, 10130,1749,  2,  2,  2,  2,  1
cts1.0,20080210,055019.8602580,  6860,  4650,  6580,  4330, 10050,1727,  2,  3,  5,  3,  1
cts1.0,20080210,055119.8982540,  6670,  4780,  6770,  4400, 10050,1806,  5,  4,  3,  4,  3
cts1.0,20080210,055219.8802890,  6880,  4670,  6720,  4410, 10210,1779,  5,  3,  4,  3,  1
cts1.0,20080210,055319.9351010,  6900,  4700,  6670,  4260, 10180,1771,  3,  2,  4,  3,  1
cts1.0,20080210,055419.8949180,  6820,  4680,  6670,  4310,  9960,1745,  5,  4,  2,  2,  2
cts1.0,20080210,055519.9469240,  6670,  4750,  6670,  4420, 10270,1726,  3,  2,  4,  2,  1
cts1.0,20080210,055619.8959140,  6680,  4700,  6680,  4400, 10710,1732,  4,  2,  2,  1,  1
cts1.0,20080210,055719.8666830,  6660,  4680,  6770,  4320, 10250,1749,  3,  3,  3,  3,  0
cts1.0,20080210,055819.9006980,  7150,  4720,  6570,  4430, 10190,1807,  1,  0,  1,  0,  0
cts1.0,20080210,055919.8497180,  6830,  4540,  6570,  4340, 10020,1690,  3,  2,  1,  1,  1
cts1.0,20080210,060019.8926150,  6980,  4590,  6670,  4430,  9960,1754,  4,  1,  3,  3,  1
cts1.0,20080210,060119.9483830,  6870,  4620,  6580,  4380, 10260,1676,  3,  2,  1,  0,  0
cts1.0,20080210,060219.9074130,  6870,  4690,  6670,  4320,  9670,1771,  2,  1,  1,  1,  1
cts1.0,20080210,060319.8543640,  6950,  4790,  6510,  4260, 10140,1805,  3,  2,  3,  1,  1
cts1.0,20080210,060419.8942190,  6830,  4670,  6580,  4480,  9830,1759,  4,  2,  2,  2,  1
cts1.0,20080210,060519.9180640,  6910,  4520,  6530,  4340,  9110,1767,  4,  2,  3,  2,  1
cts1.0,20080210,060619.8549070,  7050,  4670,  6460,  4390,  9330,1794,  3,  3,  1,  1,  0
cts1.0,20080210,060719.8768460,  6940,  4640,  6430,  4260,  9390,1704,  4,  1,  3,  2,  0
cts1.0,20080210,060819.8557670,  6700,  4580,  6580,  4140,  9770,1716,  4,  1,  3,  1,  1
cts1.0,20080210,060919.9135830,  6700,  4610,  6610,  4460, 10220,1700,  1,  0,  5,  0,  0
cts1.0,20080210,061019.8596090,  6780,  4500,  6550,  4300,  9670,1706,  4,  2,  1,  1,  1
cts1.0,20080210,061119.9254670,  6880,  4550,  6720,  4300, 10090,1708,  3,  2,  3,  1,  1
cts1.0,20080210,061219.8944210,  6940,  4690,  6500,  4430, 10760,1774,  1,  2,  3,  1,  1
cts1.0,20080210,061319.9244320,  6970,  4600,  6340,  4250, 10540,1757,  6,  4,  5,  3,  2
cts1.0,20080210,061419.8931360,  6780,  4550,  6410,  4230, 10530,1785,  4,  2,  1,  1,  1
cts1.0,20080210,061519.8590840,  6830,  4630,  6650,  4240, 10490,1786,  1,  2,  1,  0,  0
cts1.0,20080210,061619.9139310,  6990,  4590,  6560,  4180,  9870,1740,  2,  2,  3,  2,  1
cts1.0,20080210,061719.9509340,  6830,  4540,  6390,  4280, 10230,1702,  3,  1,  3,  1,  1
cts1.0,20080210,061819.9016550,  6830,  4590,  6530,  4250, 10340,1755,  3,  1,  2,  2,  1
cts1.0,20080210,061919.9515530,  6690,  4570,  6380,  4220, 10550,1734,  4,  3,  4,  2,  0
cts1.0,20080210,062019.9272320,  6770,  4610,  6420,  4080,  9750,1804,  1,  1,  5,  2,  0
