cts1.0,20080214,050017.4737720, 11960, 15790,  5020,  9710,  2860,1329,  3,  4,  4,  2,  1
cts1.0,20080214,050117.5158640, 12130, 16810,  5160,  9700,  2770,1417,  0,  1,  0,  0,  0
cts1.0,20080214,050217.5622930, 11790, 16030,  5060,  9690,  2720,1368,  0,  2,  2,  1,  0
cts1.0,20080214,050317.5069670, 11720, 16270,  5010,  9730,  2750,1345,  0,  2,  2,  0,  0
cts1.0,20080214,050417.5533380, 11760, 16950,  5130,  9630,  2790,1348,  1,  1,  1,  1,  1
cts1.0,20080214,050517.4883340, 12170, 16950,  5080,  9580,  2750,1386,  4,  0,  1,  1,  0
cts1.0,20080214,050617.5300990, 11840, 17380,  5070,  9600,  2720,1380,  1,  1,  1,  1,  1
cts1.0,20080214,050717.4790050, 11900, 17460,  5090,  9590,  2830,1344,  1,  1,  2,  1,  0
cts1.0,20080214,050817.5263860, 12090, 16550,  4840,  9790,  2680,1379,  3,  2,  0,  1,  0
cts1.0,20080214,050917.4786800, 11970, 16060,  5190,  9740,  2750,1383,  1,  0,  0,  0,  0
cts1.0,20080214,051017.5281790, 12140, 15870,  4920,  9700,  2850,1327,  2,  2,  0,  0,  0
cts1.0,20080214,051117.4726040, 12210, 15950,  4960,  9600,  2840,1382,  3,  5,  6,  5,  3
cts1.0,20080214,051217.5049460, 11920, 15310,  4910,  9810,  2850,1315,  1,  5,  2,  2,  1
cts1.0,20080214,051317.5562960, 12300, 16650,  5110,  9770,  2700,1372,  5,  3,  1,  2,  1
cts1.0,20080214,051417.4947170, 12180, 17710,  5040,  9560,  2840,1391,  2,  1,  2,  0,  0
cts1.0,20080214,051517.5256150, 12120, 17090,  4900,  9670,  2760,1354,  2,  1,  1,  1,  1
cts1.0,20080214,051617.5742120, 12320, 15190,  4990,  9690,  2820,1444,  1,  1,  0,  1,  0
cts1.0,20080214,051717.5362260, 11970, 15620,  4960,  9600,  2770,1426,  2,  1,  3,  1,  1
cts1.0,20080214,051817.5684630, 11920, 15320,  5040,  9520,  2760,1361,  3,  3,  2,  2,  2
cts1.0,20080214,051917.5072890, 12310, 16870,  4910,  9400,  2830,1441,  0,  0,  1,  0,  0
cts1.0,20080214,052017.5536080, 11890, 16050,  4940,  9710,  2700,1352,  3,  2,  1,  2,  1
cts1.0,20080214,052117.4949450, 11910, 16310,  4970,  9780,  2770,1367,  2,  2,  0,  1,  0
cts1.0,20080214,052217.5432750, 12130, 16670,  5170,  9680,  2790,1354,  1,  3,  2,  2,  1
cts1.0,20080214,052317.4808160, 11970, 15610,  5050,  9820,  2690,1342,  3,  4,  3,  2,  2
cts1.0,20080214,052417.5045680, 12020, 15810,  5000,  9640,  2780,1373,  1,  2,  1,  1,  0
cts1.0,20080214,052517.5488320, 12520, 15260,  5060,  9700,  2750,1387,  2,  4,  2,  3,  1
cts1.0,20080214,052617.5015490, 12020, 15110,  5060,  9690,  2740,1339,  2,  1,  2,  2,  0
cts1.0,20080214,052717.5356200, 12170, 14710,  4930,  9610,  2850,1362,  1,  1,  1,  0,  0
cts1.0,20080214,052817.5649280, 12420, 14590,  4990,  9650,  2780,1445,  3,  3,  2,  2,  1
cts1.0,20080214,052917.5072710, 12100, 15290,  4870,  9650,  2790,1415,  0,  1,  0,  0,  0
cts1.0,20080214,053017.5451620, 12370, 15830,  5120,  9470,  2820,1437,  2,  0,  0,  0,  0
cts1.0,20080214,053117.4911920, 12100, 16510,  4780,  9740,  2720,1402,  2,  1,  0,  0,  0
cts1.0,20080214,053217.5411830, 11950, 15880,  4850,  9730,  2810,1374,  2,  1,  2,  0,  0
cts1.0,20080214,053317.5774060, 12080, 16140,  5100,  9750,  2820,1404,  2,  2,  4,  1,  1
cts1.0,20080214,053417.5217110, 11880, 16960,  5020,  9490,  2830,1382,  2,  3,  4,  2,  1
cts1.0,20080214,053517.5576070, 12270, 15740,  4900,  9760,  2910,1367,  1,  2,  1,  1,  1
cts1.0,20080214,053617.5041900, 12180, 15360,  4930,  9880,  2820,1473,  0,  1,  0,  0,  0
cts1.0,20080214,053717.5587500, 11880, 15100,  4940,  9930,  2910,1362,  2,  1,  1,  1,  0
cts1.0,20080214,053817.5003300, 11700, 15380,  4880,  9760,  2740,1334,  1,  2,  0,  1,  0
cts1.0,20080214,053917.5374870, 11950, 16390,  5010,  9770,  2780,1380,  2,  2,  1,  2,  0
cts1.0,20080214,054017.5649470, 11870, 15300,  5040,  9860,  2680,1375,  3,  2,  1,  1,  1
cts1.0,20080214,054117.4928820, 12220, 15460,  4910, 10000,  2710,1359,  0,  3,  2,  1,  0
cts1.0,20080214,054217.5237990, 11840, 15610,  4940,  9920,  2780,1398,  1,  1,  1,  1,  0
cts1.0,20080214,054317.5535110, 11860, 16290,  5000,  9610,  2810,1407,  4,  3,  1,  3,  0
cts1.0,20080214,054417.4989830, 12010, 17120,  4950,  9740,  2890,1458,  2,  2,  2,  2,  1
cts1.0,20080214,054517.5391790, 11720, 17410,  5110,  9570,  2870,1264,  0,  1,  1,  0,  0
cts1.0,20080214,054617.5821320, 11980, 17370,  4930,  9810,  2800,1364,  0,  1,  1,  0,  0
cts1.0,20080214,054717.5220480, 12240, 16950,  5020, 10000,  2800,1399,  3,  2,  1,  1,  1
cts1.0,20080214,054817.5593040, 12160, 16690,  5030,  9970,  2740,1407,  1,  1,  1,  1,  1
cts1.0,20080214,054917.4996840, 12120, 17660,  5110,  9830,  2800,1393,  1,  0,  0,  0,  0
cts1.0,20080214,055017.5649490, 12210, 17320,  5060,  9810,  2750,1375,  4,  4,  2,  3,  1
cts1.0,20080214,055117.5222680, 12290, 16550,  5050,  9710,  2800,1428,  1,  0,  1,  1,  0
cts1.0,20080214,055217.5620580, 11890, 15970,  5000,  9820,  2810,1452,  0,  1,  0,  0,  0
cts1.0,20080214,055317.6016290, 12010, 16890,  4980,  9380,  2790,1405,  1,  1,  0,  1,  0
cts1.0,20080214,055417.5531940, 11870, 17230,  4970,  9760,  2730,1356,  4,  6,  2,  2,  1
cts1.0,20080214,055517.5989460, 12020, 17380,  5110,  9550,  2890,1409,  0,  0,  0,  0,  0
cts1.0,20080214,055617.5504250, 12050, 17440,  5090,  9630,  2780,1369,  1,  0,  0,  0,  0
cts1.0,20080214,055717.5865340, 11580, 17650,  5130,  9590,  2780,1344,  0,  1,  1,  0,  0
cts1.0,20080214,055817.5231710, 11960, 18960,  5170,  9650,  2840,1400,  1,  2,  2,  2,  1
cts1.0,20080214,055917.5748380, 12150, 16570,  5110,  9440,  2740,1371,  0,  1,  1,  0,  0
cts1.0,20080214,060017.5170900, 12020, 15970,  5080,  9400,  2820,1361,  4,  0,  0,  0,  0
cts1.0,20080214,060117.5582650, 12150, 17290,  5100,  9560,  2720,1402,  2,  2,  2,  2,  2
cts1.0,20080214,060217.6042060, 12120, 16770,  5220,  9470,  2770,1315,  1,  1,  1,  1,  1
cts1.0,20080214,060317.5404320, 12180, 16340,  5150,  9580,  2680,1318,  0,  0,  0,  0,  0
cts1.0,20080214,060417.5709040, 12210, 16430,  4970,  9620,  2780,1417,  4,  2,  1,  1,  0
cts1.0,20080214,060517.6023210, 12020, 16240,  5110,  9560,  2830,1398,  0,  1,  0,  0,  0
cts1.0,20080214,060617.5545430, 12160, 16690,  5010,  9720,  2750,1337,  1,  1,  0,  0,  0
cts1.0,20080214,060717.6074790, 12090, 16770,  4970,  9360,  2800,1362,  2,  1,  3,  2,  1
cts1.0,20080214,060817.5498650, 12280, 17520,  4870,  9540,  2810,1388,  7,  4,  3,  4,  3
