gts1.0,20080212,050027.6173023,4,01111
gts1.0,20080212,050038.8078053,5,11111
gts1.0,20080212,050055.0606720,4,11011
gts1.0,20080212,050315.9136520,5,11111
gts1.0,20080212,050344.7642126,4,01111
gts1.0,20080212,050418.5466531,5,11111
gts1.0,20080212,050517.1362208,4,11011
gts1.0,20080212,050519.3243850,4,10111
gts1.0,20080212,050532.2744181,4,11011
gts1.0,20080212,050547.3402668,5,11111
gts1.0,20080212,050558.6684638,4,01111
gts1.0,20080212,050620.7051156,4,11011
gts1.0,20080212,050634.9676813,5,11111
gts1.0,20080212,050635.6438118,5,11111
gts1.0,20080212,050842.0009841,4,11011
gts1.0,20080212,050915.8427131,5,11111
gts1.0,20080212,050916.2176595,5,11111
gts1.0,20080212,050925.7089352,5,11111
gts1.0,20080212,051047.4995278,5,11111
gts1.0,20080212,051519.4453845,4,10111
gts1.0,20080212,051538.5158273,4,10111
gts1.0,20080212,051603.0873160,4,01111
gts1.0,20080212,051613.8622357,4,01111
gts1.0,20080212,051620.8779217,5,11111
gts1.0,20080212,051658.0926642,4,11011
gts1.0,20080212,051711.3023951,5,11111
gts1.0,20080212,051711.5067223,5,11111
gts1.0,20080212,051727.7456900,4,10111
gts1.0,20080212,051851.3782848,5,11111
gts1.0,20080212,051853.2098013,4,11011
gts1.0,20080212,051924.9340033,4,11011
gts1.0,20080212,052012.0934039,4,10111
gts1.0,20080212,052013.7116832,4,01111
gts1.0,20080212,052253.8416027,4,10111
gts1.0,20080212,052303.7215389,4,01111
gts1.0,20080212,052310.7955095,4,10111
gts1.0,20080212,052317.1282267,4,01111
gts1.0,20080212,052341.7172891,5,11111
gts1.0,20080212,052434.6110685,4,10111
gts1.0,20080212,052451.6585349,5,11111
gts1.0,20080212,052457.0283461,5,11111
gts1.0,20080212,052516.0198075,4,11011
gts1.0,20080212,052747.5334717,4,10111
gts1.0,20080212,052948.9443781,4,11011
gts1.0,20080212,053005.5223096,4,11011
gts1.0,20080212,053013.9057803,4,01111
gts1.0,20080212,053041.4112697,4,10111
gts1.0,20080212,053225.3104848,5,11111
gts1.0,20080212,053321.1290975,5,11111
gts1.0,20080212,053323.7377099,4,01111
gts1.0,20080212,053407.6672772,4,10111
gts1.0,20080212,053533.8895394,4,10111
gts1.0,20080212,053541.6877245,4,10111
gts1.0,20080212,053729.4138656,5,11111
gts1.0,20080212,053734.2163309,4,01111
gts1.0,20080212,053852.8198412,4,10111
gts1.0,20080212,053908.2114694,5,11111
gts1.0,20080212,054026.6006995,5,11111
gts1.0,20080212,054053.9167306,4,11011
gts1.0,20080212,054156.6910823,4,01111
gts1.0,20080212,054217.1074423,5,11111
gts1.0,20080212,054219.6614145,5,11111
gts1.0,20080212,054409.5630252,5,11111
gts1.0,20080212,054438.9166818,5,11111
gts1.0,20080212,054441.5891624,4,01111
gts1.0,20080212,054455.8912986,4,10111
gts1.0,20080212,054521.6071886,5,11111
gts1.0,20080212,054535.3386029,5,11111
gts1.0,20080212,054546.0173261,5,11111
gts1.0,20080212,054556.6802740,4,01111
gts1.0,20080212,054729.9414903,4,10111
gts1.0,20080212,054754.1862411,4,10111
gts1.0,20080212,054858.7907074,5,11111
gts1.0,20080212,055006.5438101,4,10111
gts1.0,20080212,055008.8339302,4,01111
gts1.0,20080212,055027.0762786,4,10111
gts1.0,20080212,055113.5865982,4,10111
gts1.0,20080212,055126.3708443,4,11011
gts1.0,20080212,055129.8614176,5,11111
gts1.0,20080212,055327.9318544,4,10111
gts1.0,20080212,055425.9339900,4,11011
gts1.0,20080212,055505.0027047,5,11111
gts1.0,20080212,055506.4862551,4,11011
gts1.0,20080212,055512.7852882,4,11011
gts1.0,20080212,055529.4444657,5,11111
gts1.0,20080212,055652.9622132,5,11111
gts1.0,20080212,055721.9683441,4,11011
gts1.0,20080212,055738.5853977,4,11011
gts1.0,20080212,055746.0886015,4,11011
gts1.0,20080212,055755.0085954,4,10111
gts1.0,20080212,055819.6858413,4,10111
gts1.0,20080212,055839.1695249,5,11111
gts1.0,20080212,055855.0259620,5,11111
gts1.0,20080212,055857.6326515,4,10111
gts1.0,20080212,055916.9131125,4,01111
gts1.0,20080212,055936.1158409,4,10111
gts1.0,20080212,055955.2399762,4,01111
gts1.0,20080212,060016.1910042,5,11111
gts1.0,20080212,060019.6981866,4,01111
gts1.0,20080212,060023.6956326,5,11111
gts1.0,20080212,060107.8162180,5,11111
gts1.0,20080212,060135.4350649,5,11111
gts1.0,20080212,060253.6980672,4,11011
gts1.0,20080212,060405.4565884,5,11111
gts1.0,20080212,060426.8696766,4,11011
gts1.0,20080212,060435.2906551,4,11011
gts1.0,20080212,060530.7649520,4,10111
gts1.0,20080212,060533.9900103,4,01111
gts1.0,20080212,060656.2410459,5,11111
gts1.0,20080212,060806.9838304,4,01111
gts1.0,20080212,060826.2116639,4,11011
gts1.0,20080212,060855.4500248,5,11111
gts1.0,20080212,060928.9212831,5,11111
gts1.0,20080212,060947.5986492,4,10111
gts1.0,20080212,060957.9527963,5,11111
gts1.0,20080212,061032.6822009,4,01111
gts1.0,20080212,061043.6515914,5,11111
gts1.0,20080212,061125.3739257,5,11111
gts1.0,20080212,061135.0738221,5,11111
gts1.0,20080212,061219.5670877,4,10111
gts1.0,20080212,061307.3164504,4,11011
gts1.0,20080212,061348.2241644,5,11111
gts1.0,20080212,061421.2599512,4,11011
gts1.0,20080212,061431.4944641,4,01111
gts1.0,20080212,061505.5725077,4,01111
gts1.0,20080212,061610.6317702,4,01111
gts1.0,20080212,061639.9162131,5,11111
gts1.0,20080212,061659.6118251,4,11011
gts1.0,20080212,061749.2214565,4,11011
gts1.0,20080212,061807.1645525,5,11111
gts1.0,20080212,061913.0267731,4,10111
gts1.0,20080212,061951.6773490,4,10111
gts1.0,20080212,062130.3114244,4,10111
gts1.0,20080212,062157.9524019,4,01111
gts1.0,20080212,062209.3950150,5,11111
gts1.0,20080212,062230.0713858,4,11011
gts1.0,20080212,062235.0614016,4,01111
gts1.0,20080212,062323.2777179,5,11111
gts1.0,20080212,062524.2851691,4,10111
gts1.0,20080212,062856.7535356,4,10111
gts1.0,20080212,063058.5822379,5,11111
gts1.0,20080212,063108.4819004,5,11111
gts1.0,20080212,063110.4349488,4,10111
gts1.0,20080212,063134.1807581,4,01111
gts1.0,20080212,063235.0351284,5,11111
gts1.0,20080212,063250.3894051,4,10111
gts1.0,20080212,063328.5149689,4,10111
gts1.0,20080212,063342.1936424,4,11011
gts1.0,20080212,063557.3855033,4,10111
gts1.0,20080212,063628.5403179,4,11011
gts1.0,20080212,063700.1807473,4,11011
gts1.0,20080212,063713.1336656,5,11111
gts1.0,20080212,063744.2275514,5,11111
gts1.0,20080212,063817.6784049,4,10111
gts1.0,20080212,063826.7953948,4,11011
gts1.0,20080212,063915.8536578,5,11111
gts1.0,20080212,064028.9237421,4,11011
gts1.0,20080212,064241.0867048,5,11111
gts1.0,20080212,064507.6341623,4,10111
gts1.0,20080212,064541.4018460,4,10111
gts1.0,20080212,064626.7559019,4,11011
gts1.0,20080212,064710.8770090,4,01111
gts1.0,20080212,064754.2226564,4,10111
gts1.0,20080212,065045.0834897,5,11111
gts1.0,20080212,065207.6762553,4,01111
gts1.0,20080212,065211.0246038,4,01111
gts1.0,20080212,065254.0451162,5,11111
gts1.0,20080212,065310.2035825,5,11111
gts1.0,20080212,065425.5718393,4,11011
gts1.0,20080212,065626.7653518,4,01111
gts1.0,20080212,065638.3790146,4,01111
gts1.0,20080212,065728.7386213,5,11111
gts1.0,20080212,065807.8628267,4,11011
gts1.0,20080212,065929.5608631,5,11111
gts1.0,20080212,065955.9720822,5,11111
gts1.0,20080212,070028.7833292,4,10111
gts1.0,20080212,070142.0529584,5,11111
gts1.0,20080212,070242.7044450,4,10111
gts1.0,20080212,070251.2404521,5,11111
gts1.0,20080212,070307.4260836,4,11011
gts1.0,20080212,070353.5351898,4,01111
gts1.0,20080212,070359.1427191,5,11111
gts1.0,20080212,070530.5743708,5,11111
gts1.0,20080212,070631.8672094,4,01111
gts1.0,20080212,070635.8082415,4,01111
gts1.0,20080212,070638.9411480,5,11111
gts1.0,20080212,070745.6440764,5,11111
